Year,Month,Day,Hour,Minute,Department,Division,Case_Type,Hundred_Block,Street_Name,Local_Area
2019,9,9,21,5,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,49##,WALDEN ST,Riley Park
2019,9,9,21,8,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,2600, - 2899 E KENT AV NORTH,Killarney
2019,9,9,21,19,DBL - Inspections,Property Use,PUI Noise Complaint Case,18##,COMMERCIAL DRIVE,Grandview-Woodland
2019,9,9,21,52,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,0, - 99 N NANAIMO ST,Hastings-Sunrise
2019,9,9,21,55,DBL - Inspections,Property Use,PUI Noise Complaint Case,34##,COPELAND AV,Killarney
2019,9,9,22,2,DBL - Inspections,Property Use,PUI Noise Complaint Case,39##,W 21ST AV,Dunbar-Southlands
2019,9,9,22,16,DBL - Inspections,Property Use,PUI Noise Complaint Case,2##,E 2ND AV,Mount Pleasant
2019,9,9,22,26,DBL - Inspections,Property Use,PUI Noise Complaint Case,18##,COMMERCIAL DRIVE,Grandview-Woodland
2019,9,9,22,36,ENG - Streets,Streets Operations,Pothole - Repair,17##,E 30TH AV,Kensington-Cedar Cottage
2019,9,9,23,10,DBL - Inspections,Property Use,PUI Noise Complaint Case,18##,COMMERCIAL DRIVE,Grandview-Woodland
2019,9,9,23,44,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,17##,E 63RD AV,Victoria-Fraserview
2019,9,9,23,55,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,17##,E 63RD AV,Victoria-Fraserview
2019,9,10,0,13,DBL - Inspections,Property Use,PUI Noise Complaint Case,##,W CORDOVA ST,Downtown
2019,9,10,1,13,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,10##,MAPLE ST,Kitsilano
2019,9,10,6,30,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,20##,MACDONALD ST,Kitsilano
2019,9,10,7,5,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,80##,NUNAVUT LANE,Marpole
2019,9,10,7,6,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,72##,INVERNESS ST,Sunset
2019,9,10,7,6,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,23##,RUPERT ST,Hastings-Sunrise
2019,9,10,7,16,ENG - Streets,"Streets, Traffic and Electrical Operations",Pavement Marking - Repair,10##,HARWOOD ST,West End
2019,9,10,7,50,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,46##,W 8TH AV,West Point Grey
2019,9,10,7,55,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,46##,W 8TH AV,West Point Grey
2019,9,10,7,57,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,14##,ADANAC ST,Grandview-Woodland
2019,9,10,8,8,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,6##,KEEFER ST,Strathcona
2019,9,10,8,10,DBL - Inspections,Property Use,PUI Noise Complaint Case,33##,CAMBIE ST,South Cambie
2019,9,10,8,12,ENG - Streets,Streets Operations,Sidewalk - Repair,20##,E KENT AV SOUTH,Victoria-Fraserview
2019,9,10,8,15,Public Safety - Fire,Prevention,Fire Reinspection Request for Inspector,12##,BARCLAY ST,West End
2019,9,10,8,17,ENG - Streets,Streets Operations,Sidewalk - Repair,21##,E KENT AV SOUTH,Victoria-Fraserview
2019,9,10,8,20,ENG - Streets,Streets Operations,Sidewalk - Repair,21##,E KENT AV SOUTH,Victoria-Fraserview
2019,9,10,8,22,DBL - Inspections,Property Use,PUI General Inquiry Case,44##,W 5TH AV,West Point Grey
2019,9,10,8,24,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,44##,W 5TH AV,West Point Grey
2019,9,10,8,26,ENG - Streets,Streets Operations,Pothole - Repair,49##,MOSS ST,Renfrew-Collingwood
2019,9,10,8,28,ENG - Streets,Streets Operations,Sidewalk - Repair,8500, - 8599 VICTORIA DRIVE,Victoria-Fraserview
2019,9,10,8,29,ENG - Water & Sewer,Sewers Operations,Sewer Pipe Inquiries,43##,QUEBEC ST,Riley Park
2019,9,10,8,30,DBL - Inspections,Property Use,PUI General Inquiry Case,44##,W 5TH AV,West Point Grey
2019,9,10,8,32,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,5##,MAIN ST,Strathcona
2019,9,10,8,37,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,21##,WALL ST,Grandview-Woodland
2019,9,10,8,45,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,ASH ST and W 49TH AV,Oakridge
2019,9,10,8,48,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,6##,SMITHE ST,Downtown
2019,9,10,8,49,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,##,E 56TH AV,Sunset
2019,9,10,8,51,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,14##,QUEBEC ST,Downtown
2019,9,10,8,53,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,22##,CAMBRIDGE ST,Grandview-Woodland
2019,9,10,8,55,ENG - Water & Sewer,Waterworks Operations,Water Pressure or No Water Issue,17##,QUEBEC ST,Mount Pleasant
2019,9,10,8,56,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,15##,FRANCES ST,Grandview-Woodland
2019,9,10,9,4,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Pole Repair,3##,E HASTINGS ST,Strathcona
2019,9,10,9,5,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,4##,MOBERLY ROAD,Fairview
2019,9,10,9,6,ENG - Streets,Streets Operations,Street - Repair,12##,VENABLES ST,Strathcona
2019,9,10,9,8,ENG - Streets,Streets Operations,Streets - General Issues,40##,W 8TH AV,West Point Grey
2019,9,10,9,9,ENG - Water & Sewer,Waterworks Operations,Water Pressure or No Water Issue,17##,QUEBEC ST,Mount Pleasant
2019,9,10,9,10,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,15##,W 3RD AV,Fairview
2019,9,10,9,15,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,3##,E BROADWAY,Mount Pleasant
2019,9,10,9,16,ENG - Streets,Streets Operations,Street - Surface Water Flooding,40##,W 8TH AV,West Point Grey
2019,9,10,9,18,ENG - Streets,Streets Operations,Streets - General Issues,52##,SPENCER ST,Renfrew-Collingwood
2019,9,10,9,23,ENG - Streets,Streets Operations,Sidewalk - Repair,8##,GRANVILLE ST,Downtown
2019,9,10,9,24,ENG - Water & Sewer,Sewers Operations,Sewer Manhole Issues,39##,W 10TH AV,West Point Grey
2019,9,10,9,24,ENG - Water & Sewer,Waterworks Operations,Water Service Turn On/Off Request,6##,W HASTINGS ST,Downtown
2019,9,10,9,29,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,Intersection,DISCOVERY ST and LOCARNO CRESCENT,West Point Grey
2019,9,10,9,29,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,Intersection,E 49TH AV and PRINCE EDWARD ST,Sunset
2019,9,10,9,31,DBL - Inspections,Property Use,PUI Noise Complaint Case,39##,GLENDALE ST,Renfrew-Collingwood
2019,9,10,9,38,DBL - Inspections,Property Use,PUI Noise Complaint Case,29##,EUCLID AV,Renfrew-Collingwood
2019,9,10,9,40,DBL - Licensing & Animal Services,License Office,Licence Payment Request Case,3##,WATER ST,Downtown
2019,9,10,9,43,DBL - Inspections,Property Use,PUI Noise Complaint Case,39##,GLENDALE ST,Renfrew-Collingwood
2019,9,10,9,45,ENG - Streets,Streets Operations,Sidewalk - Repair,5##,E 50TH AV,Sunset
2019,9,10,9,54,ENG - Streets,Streets Operations,Street - Repair,19##,W 35TH AV,Shaughnessy
2019,9,10,10,0,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,Intersection,E KENT AV NORTH and FRASER ST,Sunset
2019,9,10,10,9,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,Intersection,BURRARD ST and ROBSON ST,Downtown
2019,9,10,10,19,ENG - Streets,Streets Operations,Boulevard Maintenance Issues,1##,SWITCHMEN ST,Mount Pleasant
2019,9,10,10,19,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,6##,KEEFER ST,Strathcona
2019,9,10,10,27,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,14##,W 15TH AV,Fairview
2019,9,10,10,29,ENG - Streets,Streets Operations,Street - Surface Water Flooding,25##,CAMOSUN ST,West Point Grey
2019,9,10,10,30,ENG - Water & Sewer,Waterworks Design,Water Conservation Violation,10##,W 26TH AV,Shaughnessy
2019,9,10,10,39,DBL - Licensing & Animal Services,Animal Services,Holding Stray Case,23##,ALBERTA ST,Mount Pleasant
2019,9,10,10,39,ENG - Streets,Streets Operations,Street - Repair,13##,W 64TH AV,Marpole
2019,9,10,10,47,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,3300, - 3399 KNIGHT ST,Kensington-Cedar Cottage
2019,9,10,10,47,ENG - Streets,Streets Operations,Sidewalk - Repair,24##,HEATHER ST,Fairview
2019,9,10,10,58,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,29##,E PENDER ST,Hastings-Sunrise
2019,9,10,11,5,ENG - Streets,Streets Operations,Street - Surface Water Flooding,7##,GRANVILLE ST,Downtown
2019,9,10,11,5,ENG - Streets,Streets Operations,Boulevard Maintenance Issues,17##,E 64TH AV,Victoria-Fraserview
2019,9,10,11,12,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,33##,E GEORGIA ST,Hastings-Sunrise
2019,9,10,11,12,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,15##,HOMER MEWS,Downtown
2019,9,10,11,14,DBL - Inspections,Property Use,PUI Noise General Inquiry Case,8##,E PENDER ST,Strathcona
2019,9,10,11,19,ENG - Streets,Streets Operations,Pothole - Repair,34##,W 1ST AV,Kitsilano
2019,9,10,11,23,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,47##,ARGYLE ST,Kensington-Cedar Cottage
2019,9,10,11,23,ENG - Streets,Streets Operations,Street - Repair,2600, - 2699 WALL ST,Hastings-Sunrise
2019,9,10,11,25,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,69##,CAMBIE ST,Oakridge
2019,9,10,11,29,ENG - Water & Sewer,Sewers Operations,Sewer Manhole Issues,Intersection,E 59TH AV and PRINCE EDWARD ST,Sunset
2019,9,10,11,30,ENG - Water & Sewer,Waterworks Operations,Water Pressure or No Water Issue,21##,VICTORIA DRIVE,Grandview-Woodland
2019,9,10,11,33,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,28##,ADANAC ST,Hastings-Sunrise
2019,9,10,11,40,DBL - Inspections,Property Use,PUI General Inquiry Case,14##,CHESTNUT ST,Kitsilano
2019,9,10,11,41,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,15##,W 3RD AV,Fairview
2019,9,10,11,47,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,78##,FRENCH ST,Marpole
2019,9,10,11,52,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,78##,FRENCH ST,Marpole
2019,9,10,11,55,DBL - Inspections,Building,Building Inspection Cancellation Case,29##,E 1ST AV,Hastings-Sunrise
2019,9,10,11,55,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,78##,FRENCH ST,Marpole
2019,9,10,11,58,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,33##,E GEORGIA ST,Hastings-Sunrise
2019,9,10,11,59,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,9##,E HASTINGS ST,Strathcona
2019,9,10,12,1,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,9##,E HASTINGS ST,Strathcona
2019,9,10,12,2,ENG - Water & Sewer,Waterworks Operations,Water Service Locate Request,58##,CHESTER ST,Sunset
2019,9,10,12,8,ENG - Streets,Streets Operations,Street - Repair,1800, - 1899 SPYGLASS PLACE,Fairview
2019,9,10,12,22,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,3##,UNADDRESSED LOCATION,
2019,9,10,12,28,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,30##,W 14TH AV,Kitsilano
2019,9,10,12,32,ENG - Water & Sewer,Sewers Operations,Sewer Pipe Inquiries,31##,BALACLAVA ST,Kitsilano
2019,9,10,12,33,DBL - Inspections,Property Use,PUI Noise Complaint Case,28##,E 1ST AV,Hastings-Sunrise
2019,9,10,12,36,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,16##,VENABLES ST,Grandview-Woodland
2019,9,10,12,40,DBL - Inspections,Property Use,PUI Noise Complaint Case,8##,E 31ST AV,Kensington-Cedar Cottage
2019,9,10,12,43,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,4##,W 12TH AV,Mount Pleasant
2019,9,10,12,46,ENG - Waste Management & Resource Recovery,Sanitation Operations,Collection Calendar Mail-Out Request,30##,ADANAC ST,Hastings-Sunrise
2019,9,10,12,48,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,56##,BALSAM ST,Arbutus-Ridge
2019,9,10,12,54,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,4##,BURRARD ST,Downtown
2019,9,10,12,57,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,15##,W 65TH AV,Marpole
2019,9,10,13,2,DBL - Inspections,Property Use,PUI Noise Complaint Case,8##,E PENDER ST,Strathcona
2019,9,10,13,3,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,20##,E 1ST AV,Grandview-Woodland
2019,9,10,13,10,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,18##,SPYGLASS PLACE,Fairview
2019,9,10,13,13,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,12##,RAYMUR AV,Strathcona
2019,9,10,13,22,DBL - Administration,Administration Branch,General Information Request SR,11##,WOLFE AV,Shaughnessy
2019,9,10,13,39,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,17##,E 2ND AV,Grandview-Woodland
2019,9,10,13,58,ENG - Water & Sewer,Sewers and Drainage Design,Sewer Design General Inquiries,1##,DUNSMUIR ST,Downtown
2019,9,10,14,3,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,4##,W 19TH AV,Riley Park
2019,9,10,14,13,ENG - Water & Sewer,Sewers Operations,Sewer Pipe Inquiries,47##,W 2ND AV,West Point Grey
2019,9,10,14,16,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,39##,W 8TH AV,West Point Grey
2019,9,10,14,19,ENG - Water & Sewer,Sewers Operations,Sewer Pipe Inquiries,24##,E 3RD AV,Hastings-Sunrise
2019,9,10,14,22,ENG - Streets,Streets Operations,Boulevard Maintenance Issues,3600, - 3699 E 1ST AV,Hastings-Sunrise
2019,9,10,14,25,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - New/Relocation,61##,EAST BOULEVARD,Kerrisdale
2019,9,10,14,26,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,Intersection,TERMINAL AV and THORNTON ST,Strathcona
2019,9,10,14,30,ENG - Streets,Streets Operations,Street - Surface Water Flooding,39##,W BROADWAY,West Point Grey
2019,9,10,14,31,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,##,W 69TH AV,Marpole
2019,9,10,14,34,ENG - Streets,Streets Operations,Streets - General Issues,100, - 199 DUNSMUIR ST,Downtown
2019,9,10,14,36,ENG - Streets,Streets Operations,Sidewalk - Repair,4##,E BROADWAY,Mount Pleasant
2019,9,10,14,43,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,27##,E BROADWAY,Renfrew-Collingwood
2019,9,10,14,47,ENG - Streets,Streets Operations,Street - Repair,64##,ST. GEORGE ST,Sunset
2019,9,10,14,53,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,44##,W 14TH AV,West Point Grey
2019,9,10,14,56,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Flat Glass Fixture Request,18##,W 39TH AV,Shaughnessy
2019,9,10,14,57,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Flat Glass Fixture Request,54##,CYPRESS ST,Shaughnessy
2019,9,10,14,59,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Flat Glass Fixture Request,54##,ANGUS DRIVE,Shaughnessy
2019,9,10,15,4,ENG - Streets,Streets Operations,Streets - General Issues,15##,W 8TH AV,Fairview
2019,9,10,15,23,ENG - Water & Sewer,Waterworks Operations,Water General Work Request,57##,OLYMPIC ST,Dunbar-Southlands
2019,9,10,15,23,Public Safety - Fire,Prevention,Fire Reinspection Request for Firehall,20##,W 4TH AV,Kitsilano
2019,9,10,15,28,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,7##,ROBSON ST,Downtown
2019,9,10,15,35,ENG - Waste Management & Resource Recovery,Sanitation Operations,Collection Calendar Mail-Out Request,8##,E 15TH AV,Mount Pleasant
2019,9,10,15,41,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,20##,W 5TH AV,Kitsilano
2019,9,10,15,41,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,DUMFRIES ST and KINGSWAY,Kensington-Cedar Cottage
2019,9,10,15,50,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,7##,ROBSON ST,Downtown
2019,9,10,15,53,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,18##,SPYGLASS PLACE,Fairview
2019,9,10,15,58,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,4##,W 16TH AV,Riley Park
2019,9,10,15,59,ENG - Water & Sewer,Waterworks Operations,Water Service Locate Request,##,E 23RD AV,Riley Park
2019,9,10,16,0,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,E 59TH AV and KNIGHT ST,Victoria-Fraserview
2019,9,10,16,12,ENG - Water & Sewer,Waterworks Operations,Water General Work Request,77##,PRINCE ALBERT ST,Sunset
2019,9,10,16,14,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,E 51ST AV and KNIGHT ST,Victoria-Fraserview
2019,9,10,16,14,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,23##,RUPERT ST,Hastings-Sunrise
2019,9,10,16,23,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,BARCLAY ST and LAGOON DRIVE,
2019,9,10,16,25,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,63##,QUEBEC ST,Sunset
2019,9,10,16,27,ENG - Water & Sewer,Sewers Operations,Sewer Pipe Inquiries,33##,ASH ST,South Cambie
2019,9,10,16,31,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,34##,GARDEN DRIVE,Kensington-Cedar Cottage
2019,9,10,16,36,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,60##,ALMA ST,Dunbar-Southlands
2019,9,10,16,41,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,32##,W 22ND AV,Dunbar-Southlands
2019,9,10,16,50,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,20##,W 50TH AV,Kerrisdale
2019,9,10,17,29,ENG - Streets,Streets Operations,Boulevard Maintenance Issues,31##,POINT GREY ROAD,Kitsilano
2019,9,10,17,37,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,8##,E 14TH AV,Mount Pleasant
2019,9,10,17,47,ENG - Streets,Streets Operations,Street - Repair,33##,E 6TH AV,Hastings-Sunrise
2019,9,10,17,54,DBL - Inspections,Property Use,PUI Noise Complaint Case,16##,E 35TH AV,Kensington-Cedar Cottage
2019,9,10,18,3,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,Intersection,ARGYLE ST and E KENT AV NORTH,Victoria-Fraserview
2019,9,10,18,14,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,E BROADWAY and PRINCE ALBERT ST,Mount Pleasant
2019,9,10,18,14,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,3##,UNADDRESSED LOCATION,
2019,9,10,18,16,DBL - Inspections,Property Use,PUI Noise Complaint Case,43##,W 13TH AV,West Point Grey
2019,9,10,18,27,ENG - Streets,Streets Operations,Street - Surface Water Flooding,24##,W 6TH AV,Kitsilano
2019,9,10,18,37,DBL - Inspections,Property Use,PUI Noise Complaint Case,19##,W 1ST AV,Kitsilano
2019,9,10,18,44,ENG - Streets,Streets Operations,Sidewalk - Repair,50##,SHERBROOKE ST,Kensington-Cedar Cottage
2019,9,10,18,49,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,34##,E 22ND AV,Renfrew-Collingwood
2019,9,10,18,50,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,3##,E 8TH AV,Mount Pleasant
