Corridor Name,StartStreetName,EndStreetName,Route No.,District,Inspector,Side of Street,Type of Street,Clean Corridor,Fiscal Year,Quarter of Inspection,Year/Month,Date of Inspection,Start Time,End Time,Sweeping Day(s),Sweeping Time(s),streetclean_cleanto5,1.1 Litter Count,2.1,2.1 Litter Count,2.2,2.3,2.4,2.5,avg_graffiti,3.2,3.3,4.1,4.2,perc_cleanaroundtrashbin,4.4,4.5,4.6,4.0 Pass?,5.1,5.2,5.3,5.4
Clement,5th Avenue,10th Avenue,15,1,MNC,South,Commercial,Yes,2007-2008,Q4,2008-11-May,5/14/2008 0:00,6:30 PM,8:30 PM,Not Recorded,Not Recorded,3,N/A,2.6,N/A,95.6,0,No,No,0,5.2,18.2,100.00%,100.00%,66.70%,100.00%,100.00%,100.00%,Yes,25,25,100,100
Clement,Arguello,5th Avenue,14,1,MNC,South,Commercial,Yes,2007-2008,Q4,2008-11-May,5/14/2008 0:00,4:00 PM,6:30 PM,Not Recorded,Not Recorded,2.5,N/A,2,N/A,96.6,0.25,No,No,0,5.75,23,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,85.7,85.7,100,100
Geary,17th Avenue,23rd Avenue,11,1,MNC,North,Commercial,Yes,2007-2008,Q4,2008-11-May,5/6/2008 0:00,6:00 AM,9:00 AM,Not Recorded,Not Recorded,2.85,N/A,2.7,N/A,95.5,0,Yes,No,0,4.6,24.2,100.00%,100.00%,60.00%,100.00%,100.00%,100.00%,Yes,80,80,100,100
Geary,Arguello,7th Avenue,10,1,MNC,North,Commercial,Yes,2007-2008,Q4,2008-11-May,5/6/2008 0:00,9:15 AM,12:15 PM,Not Recorded,Not Recorded,2.65,N/A,2.45,N/A,96.2,0,No,No,0.8,3.6,16.6,100.00%,100.00%,50.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Chestnut,Fillmore,Divisadero,6,2,MNC,South,Commercial,Yes,2007-2008,Q4,2008-11-May,5/27/2008 0:00,12:30 PM,3:00 PM,Not Recorded,Not Recorded,2.1,N/A,1.83,N/A,96.8,0,No,No,0,1.75,17.25,100.00%,100.00%,62.50%,100.00%,100.00%,100.00%,Yes,84.2,84.2,100,100
Fillmore,Union,Chestnut,3,2,CSA,West,Commercial,No,2007-2008,Q4,2008-11-May,5/23/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,1.75,N/A,2,N/A,94.8,0.25,Yes,No,15,4,16.75,100.00%,100.00%,50.00%,100.00%,100.00%,100.00%,Yes,0,100,100,66.7
Franklin,Broadway,Greenwich,4,2,CSA,West,Residential,No,2007-2008,Q4,2008-11-May,5/23/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,2,N/A,1.73,N/A,98.7,0.2,Yes,No,0.2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.6,95.2,85.7,71.4
Battery,Union,Broadway,5,3,CSA,West,Commercial,No,2007-2008,Q4,2008-11-May,5/20/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,1.61,N/A,1.33,N/A,98.3,1.3,No,Yes,2,3.67,0,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,44.4,100,77.8,100
Columbus,Powell,Pacific,1,3,MNC,Northeast,Commercial,Yes,2007-2008,Q4,2008-11-May,5/7/2008 0:00,10:00 AM,1:00 AM,Not Recorded,Not Recorded,2.07,N/A,2.13,N/A,96.8,0.07,No,No,0,4.8,3.8,100.00%,100.00%,75.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Grant,Broadway,California,2,3,MNC,West,Commercial,Yes,2007-2008,Q4,2008-11-May,5/7/2008 0:00,2:00 PM,5:00 PM,Not Recorded,Not Recorded,2.15,N/A,2.15,N/A,96.8,0.6,Yes,Yes,0,6.6,32.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,,,,
Kearny,Columbus,California,7,3,MNC,East,Commercial,Yes,2007-2008,Q4,2008-11-May,5/27/2008 0:00,6:00 AM,8:30 AM,Not Recorded,Not Recorded,2.1,N/A,1.6,N/A,96.8,0,Yes,No,0,5,10,66.70%,66.70%,66.70%,100.00%,66.70%,100.00%,No,100,100,100,100
Larkin,O'Farrell,Sacramento,5,3,MNC,East,Commercial,Yes,2007-2008,Q4,2008-11-May,5/7/2008 0:00,8:45 AM,11:45 AM,Not Recorded,Not Recorded,2.65,N/A,2.35,N/A,95.6,0.5,No,No,0,17.6,12.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,68.4,68.4,94.7,94.7
Polk,California,Broadway,8,3,MNC,West,Commercial,Yes,2007-2008,Q4,2008-11-May,5/27/2008 0:00,9:00 PM,11:30 PM,Not Recorded,Not Recorded,2.07,N/A,2,N/A,96.7,0,Yes,No,0.4,2,19,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,95.8,95.8,95.8,95.8
Stockton,Green,Sacramento,3,3,MNC,West,Commercial,Yes,2007-2008,Q4,2008-11-May,5/7/2008 0:00,6:30 AM,9:30 AM,Not Recorded,Not Recorded,2.6,N/A,2.1,N/A,96.2,0.4,No,No,0,6.8,31.2,100.00%,100.00%,66.70%,100.00%,100.00%,100.00%,Yes,,,,
Washington,Larkin,Mason,6,3,CSA,South,Residential,No,2007-2008,Q4,2008-11-May,5/20/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,2.05,N/A,1.56,N/A,98.8,2.4,Yes,Yes,0.4,2.6,1.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,53.3,100,60,100
Grant,Broadway,California,2,3,MNC,West,Commercial,Yes,2008-2009,Q1,2009-03-Sep,9/10/2008 0:00,4:15 PM,6:15 PM,Not Recorded,Not Recorded,2.77,N/A,2.4,N/A,96.4,0,No,No,1.6,15.6,12.4,75.00%,75.00%,75.00%,100.00%,75.00%,100.00%,No,,,,
Irving,19th Avenue,25th Avenue,40,4,MNC,North,Commercial,Yes,2007-2008,Q4,2008-11-May,5/28/2008 0:00,12:00 PM,2:30 AM,Not Recorded,Not Recorded,2.6,N/A,2,N/A,96.9,0,Yes,No,0.6,5,15.4,100.00%,100.00%,25.00%,100.00%,100.00%,100.00%,Yes,55.6,55.6,100,100
Lincoln,30th Avenue,35th Avenue,8,4,CSA,South,Residential,No,2007-2008,Q4,2008-11-May,5/19/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,1.1,N/A,1,N/A,100,1.8,Yes,Yes,3.4,0.4,0.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Taraval,18th Avenue,23rd Avenue,42,4,MNC,North,Commercial,Yes,2007-2008,Q4,2008-11-May,5/28/2008 0:00,3:30 PM,6:00 PM,Not Recorded,Not Recorded,2.4,N/A,2,N/A,96.8,0,Yes,No,0,0.4,8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,88.9,88.9,100,100
Taraval,19th Avenue,24th Avenue,42,4,CSA,South,Commercial,No,2007-2008,Q4,2008-11-May,5/13/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,1,N/A,1,N/A,94.8,3.2,Yes,Yes,2.6,0.4,2.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Divisadero,Geary,McAllister,12,5,MNC,East,Commercial,Yes,2007-2008,Q4,2008-11-May,5/6/2008 0:00,12:30 PM,3:30 PM,Not Recorded,Not Recorded,2,N/A,2,N/A,96.9,0.05,Yes,Yes,0,4.8,4.6,100.00%,100.00%,66.70%,100.00%,100.00%,100.00%,Yes,91.9,91.9,94.6,94.6
Divisadero,Haight,McAllister,13,5,MNC,East,Commercial,Yes,2007-2008,Q4,2008-11-May,5/6/2008 0:00,3:45 PM,6:45 PM,Not Recorded,Not Recorded,2.45,N/A,2.05,N/A,96.6,0.15,Yes,No,0,15.8,14.8,100.00%,100.00%,75.00%,100.00%,100.00%,100.00%,Yes,87.5,87.5,96.9,96.9
Fillmore,Post,California,9,5,CSA,West,Commercial,No,2007-2008,Q4,2008-11-May,5/13/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,1.19,N/A,1.5,N/A,91.3,1.5,Yes,Yes,0,3.5,8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,94.9,100,94.9,100
Haight,Stanyan,Masonic,16,5,MNC,South,Commercial,Yes,2007-2008,Q4,2008-11-May,5/14/2008 0:00,12:00 PM,3:00 PM,Not Recorded,Not Recorded,3,N/A,2.82,N/A,95.5,1.2,No,No,1.8,67.8,64,100.00%,100.00%,55.60%,100.00%,100.00%,100.00%,Yes,24.4,24.4,100,100
Haight,Webster,Divisadero,17,5,MNC,South,Commercial,Yes,2007-2008,Q4,2008-11-May,5/14/2008 0:00,9:00 AM,11:30 AM,Not Recorded,Not Recorded,3,N/A,2.32,N/A,97.1,0,Yes,No,0,5.8,21.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,46.4,46.4,96.4,96.4
Irving,6th Avenue,Funston,41,5,MNC,South,Commercial,Yes,2007-2008,Q4,2008-11-May,5/28/2008 0:00,3:00 PM,6:30 PM,Not Recorded,Not Recorded,2.85,N/A,2.1,N/A,97,0,No,No,0,2,12.8,85.70%,85.70%,71.40%,100.00%,85.70%,100.00%,No,68.8,68.8,93.8,93.8
Webster,Ellis,Fulton,10,5,CSA,West,Residential,No,2007-2008,Q4,2008-11-May,5/16/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,1.3,N/A,1.25,N/A,96.5,0.4,Yes,Yes,0,5.4,1.8,100.00%,100.00%,66.70%,100.00%,100.00%,100.00%,Yes,93.1,100,100,96.6
16th Street,Guerrero,Capp,11,6,CSA,North,Commercial,No,2007-2008,Q4,2008-11-May,5/22/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,2.38,N/A,1.92,N/A,92,2.6,Yes,Yes,0,1,7.6,100.00%,75.00%,75.00%,100.00%,87.50%,100.00%,No,23.1,92.3,100,84.6
16th Street,Valencia,Folsom,24,6,MNC,North,Commercial,Yes,2007-2008,Q4,2008-11-May,5/20/2008 0:00,9:30 AM,12:00 PM,Not Recorded,Not Recorded,2.9,N/A,2.3,N/A,96.1,0.3,No,No,0,1.8,15.8,75.00%,75.00%,25.00%,100.00%,75.00%,100.00%,No,50,50,100,100
3rd Street,20th Street,King (AT&T),18,6,MNC,East,Commercial,Yes,2007-2008,Q4,2008-11-May,5/21/2008 0:00,7:00 AM,10:00 AM,Not Recorded,Not Recorded,1.89,N/A,2.08,N/A,96.2,0,No,No,0,10.2,8,100.00%,100.00%,87.50%,100.00%,100.00%,100.00%,Yes,72.7,72.7,100,100
Brannan,Embarcadero,3rd Street,12,6,CSA,Northwest,Residential,No,2007-2008,Q4,2008-11-May,5/22/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,1.23,N/A,1.09,N/A,99.8,0.25,Yes,No,1,7,9.5,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,81.4,95.7,95.7,94.3
Geary,Jones,Van Ness,9,6,MNC,North,Commercial,Yes,2007-2008,Q4,2008-11-May,5/27/2008 0:00,3:30 PM,6:30 PM,Not Recorded,Not Recorded,2.85,N/A,2.5,N/A,95.9,0.5,No,No,0.2,18.4,42.4,100.00%,100.00%,0.00%,100.00%,100.00%,100.00%,Yes,53.3,53.3,100,100
Mission,Duboce,18th Street,27,6,MNC,East,Commercial,Yes,2007-2008,Q4,2008-11-May,5/13/2008 0:00,6:00 AM,9:00 AM,Not Recorded,Not Recorded,2.65,N/A,2.35,N/A,96.1,0,No,No,1.6,15.4,45.8,100.00%,100.00%,25.00%,100.00%,100.00%,100.00%,Yes,53.8,53.8,96.9,100
Polk,California,O'Farrell,8,6,MNC,East,Commercial,Yes,2007-2008,Q4,2008-11-May,5/7/2008 0:00,6:00 AM,8:30 AM,Not Recorded,Not Recorded,2.65,N/A,2.2,N/A,96.2,0.8,Yes,No,0,6,7.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Monterey,San Rafael,Santa Clara,14,7,CSA,North,Residential,No,2007-2008,Q4,2008-11-May,5/12/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,1,N/A,1,N/A,100,0,Yes,Yes,0,2.6,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Ocean,Capitol,Manor,38,7,MNC,North,Commercial,Yes,2007-2008,Q4,2008-11-May,5/20/2008 0:00,2:45 PM,5:30 PM,Not Recorded,Not Recorded,2.87,N/A,2.48,N/A,96.4,0.2,No,No,0,2,9.8,100.00%,100.00%,66.70%,100.00%,100.00%,100.00%,Yes,91.3,91.3,97.8,97.8
Ocean,Capitol,Phelan,37,7,MNC,North,Commercial,Yes,2007-2008,Q4,2008-11-May,5/20/2008 0:00,12:30 PM,2:30 PM,Not Recorded,Not Recorded,2.7,N/A,2.05,N/A,96.4,0.5,Yes,No,0,2.4,18.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,73.2,73.2,100,100
Taraval,14th Avenue,19th Avenue,13,7,CSA,North,Commercial,No,2007-2008,Q4,2008-11-May,5/16/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,1.6,N/A,1.8,N/A,100,0.6,No,Yes,0.2,2.2,6.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,33.3,88.9,33.3,55.6
West Portal,Ulloa,14th Avenue,39,7,MNC,Northwest,Commercial,Yes,2007-2008,Q4,2008-11-May,5/6/2008 0:00,7:30 PM,8:30 PM,Not Recorded,Not Recorded,2.93,N/A,2.27,N/A,96.6,0,Yes,No,1,9,53,100.00%,100.00%,33.30%,100.00%,100.00%,100.00%,Yes,45.1,45.1,100,100
18th Street,Church,Dolores,25,8,MNC,North,Commercial,Yes,2007-2008,Q4,2008-11-May,5/14/2008 0:00,9:00 PM,10:00 PM,Not Recorded,Not Recorded,2.25,N/A,2,N/A,96.8,0,Yes,No,6,0,8,50.00%,50.00%,50.00%,100.00%,50.00%,100.00%,No,100,100,100,100
Church,Duboce,18th Street,26,8,MNC,East,Commercial,Yes,2007-2008,Q4,2008-11-May,5/14/2008 0:00,6:00 AM,9:00 AM,Not Recorded,Not Recorded,2.27,N/A,2.05,N/A,96.7,0.4,No,No,0,5.6,15.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,92.3,92.3,98.1,98.1
Diamond,Chenery,Bosworth,33,8,MNC,East,Commercial,Yes,2007-2008,Q4,2008-11-May,5/27/2008 0:00,7:00 PM,8:00 PM,Not Recorded,Not Recorded,2.44,N/A,2.33,N/A,96.8,0,No,No,0.67,0.33,10,100.00%,100.00%,50.00%,100.00%,100.00%,100.00%,Yes,66.7,66.7,66.7,66.7
Market,Laguna,Noe,15,8,CSA,Northwest,Commercial,No,2007-2008,Q4,2008-11-May,5/12/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,1.31,N/A,1.17,N/A,97.9,2.28,Yes,No,0,10,7.5,57.10%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,98.6,100,100,100
Noe,Market,Duboce,16,8,CSA,East,Residential,No,2007-2008,Q4,2008-11-May,5/12/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,1,N/A,1,N/A,98.1,3,No,No,0,8.25,6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,97.2,100,85.9,100
24th Street,Folsom,Valencia,31,9,MNC,South,Commercial,Yes,2007-2008,Q4,2008-11-May,5/13/2008 0:00,7:00 PM,10:00 PM,Not Recorded,Not Recorded,2.15,N/A,2.2,N/A,97.4,0.3,No,No,0,0.2,9.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,81.1,81.1,100,100
24th Street,Potrero,Folsom,30,9,MNC,South,Commercial,Yes,2007-2008,Q4,2008-11-May,5/13/2008 0:00,3:30 PM,6:30 PM,Not Recorded,Not Recorded,2.5,N/A,2,N/A,96.8,0,No,No,0.4,4.2,13,100.00%,100.00%,80.00%,100.00%,100.00%,100.00%,Yes,68.8,68.8,100,100
Cesar Chavez,Shotwell,Guerrero,17,9,CSA,South,Commercial,No,2007-2008,Q4,2008-11-May,5/16/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,1.43,N/A,1.55,N/A,96.9,0.25,Yes,Yes,2,1.5,4.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.7,93.1,100,100
Mission,18th Street,22nd Street,28,9,MNC,East,Commercial,Yes,2007-2008,Q4,2008-11-May,5/13/2008 0:00,9:00 AM,12:00 PM,Not Recorded,Not Recorded,2.69,N/A,2.19,N/A,95.8,0,No,No,2.25,15.25,56,100.00%,100.00%,25.00%,100.00%,100.00%,100.00%,Yes,39.1,39.1,100,100
Mission,22nd Street,Cesar Chavez,29,9,MNC,East,Commercial,Yes,2007-2008,Q4,2008-11-May,5/13/2008 0:00,12:00 PM,3:30 PM,Not Recorded,Not Recorded,2.75,N/A,2.35,N/A,97.2,0.45,No,No,1.6,12.4,39.4,50.00%,100.00%,25.00%,100.00%,100.00%,100.00%,No,47.1,47.1,100,100
Potrero,20th Street,25th Street,32,9,MNC,East,Commercial,Yes,2007-2008,Q4,2008-11-May,5/28/2008 0:00,6:30 PM,9:00 PM,Not Recorded,Not Recorded,2.4,N/A,2.13,N/A,96.7,0.18,No,No,1.6,5.4,13.6,100.00%,100.00%,60.00%,100.00%,100.00%,100.00%,Yes,60,60,100,100
Silver,Barneveld,Dunsmuir,18,9,CSA,South,Residential,No,2007-2008,Q4,2008-11-May,5/16/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,1.04,N/A,1,N/A,73.8,0,Yes,No,0.25,0,0.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71,93.5,77.4,100
16th Street,De Haro,Potrero,19,10,CSA,South,Commercial,No,2007-2008,Q4,2008-11-May,5/23/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,2.58,N/A,2,N/A,95.9,0.5,Yes,No,1.33,2.5,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.5,100,90.9,90.9
3rd Street,20th Street,Evans,19,10,MNC,North,Commercial,Yes,2007-2008,Q4,2008-11-May,5/21/2008 0:00,10:30 AM,1:30 PM,Not Recorded,Not Recorded,2.23,N/A,2.08,N/A,96.6,0,Yes,No,1.6,4.6,10.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,86.7,86.7,96,96
3rd Street,Evans,Quesada,20,10,MNC,West,Commercial,Yes,2007-2008,Q4,2008-11-May,5/21/2008 0:00,2:00 PM,5:00 PM,Not Recorded,Not Recorded,2.4,N/A,2.25,N/A,96.4,0,Yes,No,0,1.4,5.8,100.00%,100.00%,87.50%,100.00%,100.00%,100.00%,No,90.1,90.1,100,100
Bayshore,Hester,Sunnydale,21,10,MNC,East,Commercial,Yes,2007-2008,Q4,2008-11-May,5/21/2008 0:00,6:00 PM,8:30 PM,Not Recorded,Not Recorded,2.94,N/A,2.59,N/A,96.2,0,No,No,0.4,1.2,8.8,100.00%,100.00%,66.70%,100.00%,100.00%,100.00%,Yes,39.1,39.1,68.8,68.8
Blanken,Tunnel,Gillette,20,10,CSA,South,Residential,No,2007-2008,Q4,2008-11-May,5/19/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,1.6,N/A,2.1,N/A,98,0,Yes,No,0.2,0.8,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,58.3,0,58.3
Leland,Bayshore,Cora,23,10,MNC,South,Commercial,Yes,2007-2008,Q4,2008-11-May,5/21/2008 0:00,9:00 PM,11:30 PM,Not Recorded,Not Recorded,3,N/A,2.8,N/A,95.6,0,No,No,0,1.4,8.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,80,80,100,100
San Bruno,Silver,Wayland,22,10,MNC,West,Commercial,Yes,2007-2008,Q4,2008-11-May,5/28/2008 0:00,9:30 PM,11:30 PM,Not Recorded,Not Recorded,2.93,N/A,2.35,N/A,96.1,0,No,No,5.2,4.2,27.4,66.70%,66.70%,66.70%,66.70%,66.70%,100.00%,No,36.6,36.6,100,100
Brazil,Mission,Edinburgh,22,11,CSA,North,Residential,No,2007-2008,Q4,2008-11-May,5/15/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,2.47,N/A,2.33,N/A,84.8,3.4,No,No,2.6,3.2,3.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Geneva,Alemany,Edinburgh,36,11,MNC,North,Commercial,Yes,2007-2008,Q4,2008-11-May,5/20/2008 0:00,6:30 PM,9:30 PM,Not Recorded,Not Recorded,2.63,N/A,2.44,N/A,96.3,0,No,No,0,9.75,25.25,100.00%,100.00%,80.00%,100.00%,100.00%,100.00%,Yes,85.7,85.7,100,100
Mission,Excelsior,France,34,11,MNC,East,Commercial,Yes,2007-2008,Q4,2008-11-May,5/20/2008 0:00,6:00 PM,9:00 PM,Not Recorded,Not Recorded,3,N/A,2.8,N/A,95,0,No,No,0,2.4,8.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.9,52.9,100,100
Mission,France,Rolph,35,11,MNC,East,Commercial,Yes,2007-2008,Q4,2008-11-May,5/20/2008 0:00,9:00 AM,12:00 PM,Not Recorded,Not Recorded,2.9,N/A,2.63,N/A,96,0,No,No,0,13.5,16,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,65.2,65.2,100,100
Randolph,Orizaba,Arch,21,11,CSA,South,Commercial,No,2007-2008,Q4,2008-11-May,5/13/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,1.3,N/A,1.9,N/A,80,2.4,Yes,No,2,2.4,2.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,88,48,84,40
Anza,25th Avenue,30th Avenue,2,1,MNC,North,Residential,No,2007-2008,Q4,2008-12-Jun,6/26/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,2.2,N/A,2.1,N/A,96.4,0,No,No,0,2.4,0.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.8,80.8,92.3,96.2
Clement,21st Avenue,26th Avenue,1,1,MNC,North,Commercial,No,2007-2008,Q4,2008-12-Jun,6/26/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,2.2,N/A,2,N/A,96.4,0.3,Yes,No,0.2,1.8,17.6,100.00%,100.00%,75.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Fillmore,Union,Chestnut,3,2,MNC,East,Commercial,No,2007-2008,Q4,2008-12-Jun,6/17/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,2.63,N/A,2.13,N/A,96.5,0.13,No,No,1,6.25,24.25,100.00%,100.00%,66.70%,100.00%,100.00%,100.00%,Yes,50,50,100,100
Franklin,Broadway,Greenwich,4,2,MNC,East,Residential,No,2007-2008,Q4,2008-12-Jun,6/20/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,2.2,N/A,2.1,N/A,96.9,0.8,No,No,0,2.6,1.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.9,88.9,100,100
Battery,Union,Broadway,5,3,MNC,East,Commercial,No,2007-2008,Q4,2008-12-Jun,6/16/2008 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,1.67,N/A,1.23,N/A,97.2,0,Yes,No,0,7.33,2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,94.7,94.7,100,100
Washington,Larkin,Mason,6,3,MNC,North,Residential,No,2007-2008,Q4,2008-12-Jun,6/20/2008 0:00,8:00 AM,11:00 AM,Not Recorded,Not Recorded,2.73,N/A,2.13,N/A,96.9,0,No,Yes,0,4.8,4.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.7,85.7,100,100
Lincoln,30th Avenue,35th Avenue,8,4,MNC,North,Residential,No,2007-2008,Q4,2008-12-Jun,6/26/2008 0:00,10:15 AM,12:00 PM,Not Recorded,Not Recorded,2.2,N/A,1.9,N/A,97,0,Yes,Yes,0,1.8,2.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,33,33.3,100,100
Taraval,19th Avenue,24th Avenue,42,4,MNC,South,Commercial,No,2007-2008,Q4,2008-12-Jun,6/19/2008 0:00,12:30 PM,3:00 PM,Not Recorded,Not Recorded,2.1,N/A,2.2,N/A,95.7,0,No,Yes,0,1.6,9,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,90.5,90.5,95.2,90.5
Fillmore,Post,California,9,5,MNC,East,Commercial,No,2007-2008,Q4,2008-12-Jun,6/19/2008 0:00,3:00 PM,6:00 PM,Not Recorded,Not Recorded,2.25,N/A,2,N/A,96.5,0,Yes,No,0.5,4.75,13.25,100.00%,100.00%,80.00%,100.00%,100.00%,100.00%,Yes,82.1,82.1,97.4,100
Webster,Ellis,Fulton,10,5,MNC,East,Residential,No,2007-2008,Q4,2008-12-Jun,6/24/2008 0:00,10:30 AM,12:00 PM,Not Recorded,Not Recorded,2.5,N/A,2.3,N/A,96.5,0.2,No,No,0,2.2,3.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,73.3,73.3,96.7,96.7
16th Street,Guerrero,Capp,11,6,MNC,South,Commercial,No,2007-2008,Q4,2008-12-Jun,6/9/2008 0:00,3:00 PM,6:00 PM,Not Recorded,Not Recorded,2.5,N/A,2.28,N/A,96.2,0,No,No,0,3,6.67,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,72.2,72.2,100,100
Brannan,Embarcadero,3rd Street,12,6,MNC,Northwest,Residential,No,2007-2008,Q4,2008-12-Jun,6/16/2008 0:00,12:00 PM,2:30 PM,Not Recorded,Not Recorded,1.89,N/A,1.78,N/A,97.4,0,No,No,0,8.3,15.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97.7,97.7,100,100
Monterey,San Rafael,Santa Clara,14,7,MNC,North,Residential,No,2007-2008,Q4,2008-12-Jun,6/17/2008 0:00,8:00 AM,11:00 AM,Not Recorded,Not Recorded,1.4,N/A,1.3,N/A,97.7,0,Yes,No,0,0.8,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Taraval,14th Avenue,19th Avenue,13,7,MNC,South,Commercial,No,2007-2008,Q4,2008-12-Jun,6/24/2008 0:00,1:30 PM,4:00 PM,Not Recorded,Not Recorded,2.4,N/A,2,N/A,96.8,0.5,Yes,No,0.6,1.6,8.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,76.9,76.9,100,100
Market,Laguna,Noe,15,8,MNC,Northwest,Commercial,No,2007-2008,Q4,2008-12-Jun,6/9/2008 0:00,12:00 PM,2:30 PM,Not Recorded,Not Recorded,2.16,N/A,2.07,N/A,96.9,0,No,No,0.5,2,30.25,100.00%,100.00%,83.30%,100.00%,100.00%,100.00%,Yes,90.5,90.5,100,100
Noe,Market,Duboce,16,8,MNC,West,Residential,No,2007-2008,Q4,2008-12-Jun,6/9/2008 0:00,8:30 AM,11:30 AM,Not Recorded,Not Recorded,1.8,N/A,1.54,N/A,97.4,0.2,No,Yes,0.8,1.8,1.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,95.9,95.9,95.9,95.9
Cesar Chavez,Shotwell,Guerrero,17,9,MNC,North,Commercial,No,2007-2008,Q4,2008-12-Jun,6/18/2008 0:00,12:30 PM,1:15 PM,Not Recorded,Not Recorded,2.05,N/A,2,N/A,96.9,0.05,No,No,0,1.4,6.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,54.8,54.8,90.3,90.3
